index,train_loss,train_acc,train_precision,train_recall,train_f1-score,val_loss,val_acc,val_precision,val_recall,val_f1-score
1,0.5976593088173697,68.28457641601562,67.95294035400798,67.1430749450896,67.26206931459876,0.532906283170749,74.47917175292969,74.84569943488825,73.00763642408066,73.30721950706851
2,0.5725025978494198,70.74911499023438,70.53391921507313,69.68371398225003,69.84754998492626,0.5533000630063888,72.63622283935547,74.24677521281737,70.40851446618365,70.51826603060465
3,0.5649095452000908,71.00621032714844,70.79536746778126,69.96495326628435,70.13134876783475,0.5357951737749271,75.84134674072266,80.11491662911222,73.17385820304479,73.32221144341085
4,0.553550339210118,71.64007568359375,71.54677743673524,70.50424209488429,70.68986108007266,0.5079253537532611,76.00160217285156,80.63473080605476,73.27672015096849,73.4117469223348
5,0.5446119422185506,72.3891830444336,72.36176607529023,71.24751411036864,71.44941721171116,0.5409998572789706,73.95833587646484,78.84179312750742,71.01776617484576,70.84195997239476
6,0.5296114566901051,73.12943267822266,73.05512157301507,72.09288856656859,72.29904468241563,0.4906769261146203,77.20352935791016,80.08964528572372,74.95575567354042,75.33497034671652
7,0.5284221818683841,73.7898941040039,73.73700124701806,72.7788345441736,72.99395837224515,0.5096165255094186,74.7596206665039,74.41044808468817,74.59388108298378,74.47841162650138
8,0.5322113962038189,73.45745086669922,73.35259826632807,72.47929445784078,72.68239336592563,0.5091567692848352,75.28044891357422,74.90876485679878,74.8085027328816,74.85412018925638
9,0.522383037907012,73.87411499023438,73.67602471670259,73.04840047773922,73.22524552884211,0.45887583914475566,79.20673370361328,79.77970605238582,77.93699216802088,78.3482787167055
10,0.5195107338276316,74.233154296875,74.15757903187931,73.27586439587054,73.48928607568624,0.5117645110839453,75.72115325927734,75.35163022793589,75.40054559854508,75.37483719718678
11,0.5160484399144531,74.74734497070312,74.65104781402215,73.84688832553078,74.05665643216786,0.4972287072585179,76.68269348144531,76.71614610761354,75.62875832331113,75.91364759330801
12,0.5095726053342752,75.28369140625,75.18706288928735,74.4223211781347,74.63122102131958,0.4955284167558719,77.00320434570312,79.03206383228499,74.98675114644139,75.38485221674877
13,0.5053512635171836,75.42110443115234,75.28343194203651,74.61728807585999,74.81172090994855,0.4864342457208878,77.24359130859375,82.15508126803218,74.5625922775317,74.82253407068802
14,0.5062094404342327,75.48758697509766,75.38323772448032,74.64541690601743,74.85219561242849,0.46684258736861056,78.84615325927734,79.7902331617799,77.36646035610572,77.81546962144387
15,0.5066302123221945,75.1108169555664,74.95200683817839,74.31608674863455,74.50307741916204,0.4677772602209678,77.60417175292969,78.19868766036203,76.22021452387239,76.60833380415173
16,0.5041115864160213,75.19503784179688,75.03715885859208,74.40307392703363,74.5904220889005,0.4752743356885054,77.7644271850586,80.0457262757829,75.72467806752515,76.16274337694813
17,0.4975689830932211,75.79344177246094,75.72239086745124,74.93423661899175,75.1511617711302,0.44974052810516113,79.4871826171875,79.90379685860272,78.32644001838217,78.7130045440614
18,0.4995716763726363,75.425537109375,75.3005351839808,74.60594462665793,74.80517785271402,0.44888881269173747,79.20673370361328,81.54462035346143,77.24883400310932,77.76779706016572
19,0.4952887940491345,75.54521179199219,75.41148518032611,74.7459609737582,74.94103432346796,0.4732308288415273,77.68429565429688,80.87966720779221,75.39399450490355,75.79697249768333
20,0.49636151255868005,75.57180786132812,75.48662643389036,74.71285075634839,74.92584930675461,0.4777794568202434,79.00641632080078,79.31286334346213,77.88820118701906,78.2482213123206
21,0.4980245271050338,75.63386535644531,75.54438806474553,74.78677792555806,74.99755640514604,0.44332565386325884,79.20673370361328,79.69297651091188,77.98685870171013,78.38382992257269
22,0.49209509627193426,76.23226928710938,76.07426622519789,75.51070846277366,75.69046497955861,0.46478228653088594,78.16506958007812,77.86706640903935,77.67729508276867,77.75963725345775
23,0.48771928531903747,76.28546142578125,76.14725780689069,75.53741645856012,75.72698363753022,0.4545375378086017,78.52564239501953,80.17667062161313,76.74185757726869,77.2179472421213
24,0.4847041656362249,76.46720123291016,76.34873049231732,75.70655111757904,75.90334214925622,0.48681875853202283,76.28205108642578,76.53758102809488,76.9074926911306,76.23756262109319
25,0.4850187328267605,76.38298034667969,76.22445921007201,75.67154613717881,75.84982793137418,0.5447701979906131,75.28044891357422,81.73085525138666,72.19549636756524,72.04625341359886
26,0.4832214005027257,76.87943267822266,76.73399359195,76.17878933213805,76.36003351129567,0.480388873280623,77.52404022216797,80.80571854751061,75.2013727963392,75.58746310676074
27,0.4802234394330505,77.02571105957031,76.88555367186277,76.32385810102456,76.50738436071727,0.4591882696900612,79.24679565429688,80.23301276752156,77.77321482698268,78.2356311816438
28,0.4792338582218116,76.69326782226562,76.52282539612966,76.01672221086471,76.18618956516214,0.47622843086719513,77.56410217285156,82.86693411699558,74.83812932054403,75.10827444723046
29,0.4769427205442537,77.17198944091797,77.0368459986451,76.47075029755229,76.65601769262649,0.4492807245025268,78.56570434570312,78.2448473020647,78.45306190294603,78.32505822657176
